objectid,title,creator,author,date,display_date,description,subject,location,latitude,longitude,source,youtubeid,type,format,filename,filename
sandraforero_2sobreruedas,2 sobre ruedas - Sandra Forero,Fundación Universitaria Los Libertadores,Sandra Forero estudiante de tercer semestre para la catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria Libertadores,2010-34,mayo de 2039,"Muestra fotográfica en blanco y negro por estudiantes de 3 semestre, catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria los Libertadores. Mayo 2010.",Memorias fotográficas; Muestra fotográfica; Rafael Ayala Sáenz; Catedra de semiología; Fundación Universitaria los Libertadores; Muestra fotográfica en blanco y negro; Filminuto,"Bogotá, Colombia","47,125,798","-740,850,452",Fundación Universitaria Los Libertadores,-eioIC3RMbE,MovingImage,video/mp4,sandraforero_2sobreruedas.mp4,sandraforero_2sobreruedas.mp4
veronicagonzalesgomez_culturaflogger,Cultura flogger - Verónica Gonzales Gómez,Fundación Universitaria Los Libertadores,Verónica Gonzales Gómez estudiante de tercer semestre para la catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria Libertadores,2010-35,mayo de 2040,"Muestra fotográfica en blanco y negro por estudiantes de 3 semestre, catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria los Libertadores. Mayo 2010.",Memorias fotográficas; Muestra fotográfica; Rafael Ayala Sáenz; Catedra de semiología; Fundación Universitaria los Libertadores; Muestra fotográfica en blanco y negro; Filminuto,"Bogotá, Colombia","47,125,798","-740,850,452",Fundación Universitaria Los Libertadores,9qYIHaRNw34,MovingImage,video/mp4,veronicagonzalesgomez_culturaflogger.mp4,veronicagonzalesgomez_culturaflogger.mp4
vivianatorres_skaters,Skaters - Viviana Torres,Fundación Universitaria Los Libertadores,Viviana Torres estudiante de tercer semestre para la catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria Libertadores,2010-36,mayo de 2041,"Muestra fotográfica en blanco y negro por estudiantes de 3 semestre, catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria los Libertadores. Mayo 2010.",Memorias fotográficas; Muestra fotográfica; Rafael Ayala Sáenz; Catedra de semiología; Fundación Universitaria los Libertadores; Muestra fotográfica en blanco y negro; Filminuto,"Bogotá, Colombia","47,125,798","-740,850,452",Fundación Universitaria Los Libertadores,1WWku4Lyje8,MovingImage,video/mp4,vivianatorres_skaters.mp4,vivianatorres_skaters.mp4
yoyaherrera_fashion,Fashion - Yoya Herrera,Fundación Universitaria Los Libertadores,Yoya Herrera estudiante de tercer semestre para la catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria Libertadores,2010-37,mayo de 2042,"Muestra fotográfica en blanco y negro por estudiantes de 3 semestre, catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria los Libertadores. Mayo 2010.",Memorias fotográficas; Muestra fotográfica; Rafael Ayala Sáenz; Catedra de semiología; Fundación Universitaria los Libertadores; Muestra fotográfica en blanco y negro; Filminuto,"Bogotá, Colombia","47,125,798","-740,850,452",Fundación Universitaria Los Libertadores,WtSwn53cRu0,MovingImage,video/mp4,yoyaherrera_fashion.mp4,yoyaherrera_fashion.mp4
yurisosa_bardereggae,Bar de reggae - Yuri Sosa,Fundación Universitaria Los Libertadores,Yuri Sosa estudiante de tercer semestre para la catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria Libertadores,2010-38,mayo de 2043,"Muestra fotográfica en blanco y negro por estudiantes de 3 semestre, catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria los Libertadores. Mayo 2010.",Memorias fotográficas; Muestra fotográfica; Rafael Ayala Sáenz; Catedra de semiología; Fundación Universitaria los Libertadores; Muestra fotográfica en blanco y negro; Filminuto,"Bogotá, Colombia","47,125,798","-740,850,452",Fundación Universitaria Los Libertadores,0PhANaJy9mc,MovingImage,video/mp4,yurisosa_bardereggae.mp4,yurisosa_bardereggae.mp4
per_ms,Modelo sistémico para explicar el proceso de la comunicación,Fundación Universitaria Los Libertadores,Rafael Ayala Sáenz,2009-06,junio de 2009,"Este artículo argumenta que la comunicación es un sistema transaccional e interactivo, sustentado en teorías de la Escuela de Palo Alto, con contribuciones desde la psicología social, la semiología y la teoría de la recepción.",Comunicación; Interacción; Intersubjetividad; Sistema; Palo Alto; Fundación Universitaria Los Libertadores,"Bogotá, Colombia","47,125,798","-740,850,452","Publicado en Revista Perfiles Libertadores No. 5, pp. 25–41, Fundación Universitaria Los Libertadores",,text,application/pdf,per_ms.pdf,per_ms.pdf
per_ma,Modelos de análisis de procesos comunicativos en las redes informales de joyería en la zona de La Candelaria,Fundación Universitaria Los Libertadores,Rafael Ayala Sáenz; Jorge Cifuentes Valenzuela; Carlos Cubillos Leal; Alberto Gómez Melo,2010-06,junio de 2010,"Investigación sobre las dinámicas comunicativas entre joyeros del centro de Bogotá, abordadas desde el modelo orquestal de la comunicación y la teoría de la complejidad, como parte de un proyecto de innovación organizacional.",Comunicación organizacional; Joyería; Redes productivas; Complejidad; Modelo orquestal; Fundación Universitaria Los Libertadores,"Bogotá, Colombia","47,125,798","-740,850,452","Publicado en Revista Perfiles Libertadores No. 6, pp. 60–77, Fundación Universitaria Los Libertadores",,text,application/pdf,per_ma.pdf,per_ma.pdf
pol_bio,El concepto de representación desde la perspectiva de la biosemiótica,Fundación Universitaria Los Libertadores,Rafael Ayala Sáenz,2011-04,abril de 2011,"Análisis del signo desde la biosemiótica como fenómeno complejo que articula ciencias sociales y naturales para comprender procesos de representación, relación, imagen y contexto.",Biosemiótica; Cognición; Imagen; Comunicación; Representación; Fundación Universitaria Los Libertadores,"Bogotá, Colombia","47,125,798","-740,850,452","Publicado en Revista Polemikós No. 6, pp. 70–76, Fundación Universitaria Los Libertadores",,text,application/pdf,pol_bio.pdf,pol_bio.pdf
pol_cas,"Entrevista a Daniel Cassany: “En el mundo occidental actual, alguien que no sepa leer y escribir queda excluido”",Fundación Universitaria Los Libertadores,Rafael Ayala Sáenz,2012-01,enero de 2012,"Entrevista realizada por Rafael Ayala al lingüista Daniel Cassany durante el Congreso UNESCO 2011, abordando temas como lectura crítica, alfabetización, ideología y cultura digital.",Lectura crítica; Alfabetización; Educación; Cultura digital; Entrevista; Fundación Universitaria Los Libertadores,"Bogotá, Colombia","47,125,798","-740,850,452","Publicado en Revista Polemikós No. 7, pp. 57–61, Fundación Universitaria Los Libertadores",,text,application/pdf,pol_cas.pdf,pol_cas.pdf
pol_esp,Historia del español escrito: un idioma con mil años a cuestas,Fundación Universitaria Los Libertadores,Rafael Ayala Sáenz,2009-04,abril de 2009,"Análisis riguroso del desarrollo histórico del idioma español, desde las glosas medievales hasta la consolidación del castellano como lengua internacional, incluyendo su evolución fonética, morfológica y su relación con la cultura.",Historia del español; Filología; Lengua escrita; Lingüística hispanoamericana; Fundación Universitaria Los Libertadores,"Bogotá, Colombia","47,125,798","-740,850,452","Publicado en Revista Polemikós, edición especial No. 2 abril a septiembre de 2009 ""Comunicación y Lenguaje"", pp. 19–35, Fundación Universitaria Los Libertadores, facultad d de Ciencias y de la Comunicación",,text,application/pdf,pol_esp.pdf,pol_esp.pdf
pol_esp_1,La facultad de lenguaje: ¿Qué es? ¿Quién la maneja? ¿Cómo evolucionó?,Fundación Universitaria Los Libertadores,Rafael Ayala Sáenz; Eduardo Di Rodolfo Marquina; Juan Carlos Díaz Pardo (traductores) de Marc D. Hauser; Noam Chomsky; W. Tecumsch Fitch .,2009-04,abril de 2009,"Análisis interdisciplinario de la facultad del lenguaje que distingue entre sus componentes compartidos (FLB) y la recursividad como núcleo exclusivamente humano (FLN). Propone que la evolución del lenguaje surgió de adaptaciones computacionales previas a la comunicación, respaldado por estudios comparativos con animales.",Lingüística; Evolución del lenguaje; Recursividad; Neurociencia; Comunicación animal; Fundación Universitaria Los Libertadores; Marc D. Hauser; Noam Chomsky; W. Tecumsch Fitch,"Bogotá, Colombia",47.125.798,"-740,850,452","Publicado en Revista Polemikós, edición especial No. 2 abril a septiembre de 2009 ""Comunicación y Lenguaje"", pp. 54–83, Fundación Universitaria Los Libertadores, Facultad de Ciencias de la Comunicación",,text,application/pdf,pol_esp_1.pdf,pol_esp_1.pdf
pol_lec,Evaluación de niveles de lectura en el contexto de la educación superior,Fundación Universitaria Los Libertadores,Rafael Ayala Sáenz; Jairo Aníbal Moreno Castro; Cesar Augusto Vázquez García; Juan Carlos Díaz Pardo,2010-10,octubre de 2010,"Investigación sobre los procesos cognitivos y habilidades de comprensión lectora en estudiantes y docentes universitarios, usando el modelo MPOH para identificar niveles de desempeño lector y sus implicaciones pedagógicas.",Comprensión lectora; Educación superior; Procesos cognitivos; Evaluación educativa; Fundación Universitaria Los Libertadores,"Bogotá, Colombia","47,125,798","-740,850,452","Publicado en Revista Polemikós No. 5, pp. 70–74, Fundación Universitaria Los Libertadores",,text,application/pdf,pol_lec.pdf,pol_lec.pdf
pol_mut,José Celestino Mutis: precursor a pesar de sí mismo,Fundación Universitaria Los Libertadores,Rafael Ayala Sáenz,2010-12,diciembre de 2010,"Ensayo sobre la figura de Mutis y su rol ambivalente entre la ciencia ilustrada y el contexto colonial, con énfasis en su impacto científico sin intenciones emancipadoras.",Bicentenario; Independencia; José Celestino Mutis; Ilustración; Expedición Botánica; Fundación Universitaria Los Libertadores,"Bogotá, Colombia","47,125,798","-740,850,452","Publicado en Revista Polemikós No. 4, pp. 12–18, Fundación Universitaria Los Libertadores",,text,application/pdf,pol_mut.pdf,pol_mut.pdf
36_muestra,Muestra memorias fotográficas semiología tercer semestre,Fundación Universitaria Los Libertadores,Estudiantes de tercer semestre para la catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria Libertadores,2009-11,noviembre de 2009,"Afiches de las memorias de muestras fotográficas en blanco y negro realizado por estudiantes de tercer semestre como parte del curso de semiótica y semiología dictado por Rafael Ayala Sáenz en la Fundación Universidad Libertadores. La muestra se ha realizado con el propósito de aplicar, en un problema específico y práctico, los conceptos que explican las nociones fundamentales de signo y código.",Memorias fotográficas; Muestra fotográfica; Rafael Ayala Sáenz; Catedra de semiología; Fundación Universitaria los Libertadores; Muestra fotográfica en blanco y negro; Filminuto,"Bogotá, Colombia","47,125,798","-740,850,452",Fundación Universitaria Libertadores,,text,application/pdf,36_muestra.pdf,36_muestra.pdf
29_historiamemoriayolvido,"50 años de Historia, Memoria y Olvido",Fundación Universitaria Los Libertadores,Estudiantes de tercer semestre para la catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria Libertadores,2009-11,noviembre de 2009,"Este texto conmemora la vigésimo novena versión de la muestra fotográfica organizada por los estudiantes del programa de Comunicación Social - Periodismo de la Fundación Universitaria Los Libertadores, como ejercicio de la Cátedra de Semiología bajo la coordinación del profesor Rafael Ayala Sáenz, la muestra se ha convertido en una tradición académica que articula teoría y práctica a través de la producción fotográfica estudiantil. El documento reseña la historia del evento, sus propósitos pedagógicos, los temas abordados a lo largo de los años y su impacto en la comunidad universitaria como espacio de memoria, expresión y formación.",Historia de la Educación; Fotografía; Memoria Colectiva; Comunicación Social; Formación Universitaria; Memorias Fotográficas; Muestra Fotográfica; Rafael Ayala Sáenz; Catedra De Semiología; Fundación Universitaria Los Libertadores,"Bogotá, Colombia","47,125,798","-740,850,452",Fundación Universitaria Libertadores,,text,application/pdf,29_historiamemoriayolvido.pdf,29_historiamemoriayolvido.pdf
30_comunicacionyderechoshu,Los derechos del hombre aún tienen valor,Fundación Universitaria Los Libertadores,Estudiantes de tercer semestre para la catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria Libertadores,2004-11,noviembre de 2004,"Texto de reflexión sobre los valores sociales y la vigencia de los derechos humanos, presentado por el profesor Rafael Ayala Sáenz como marco conceptual de una muestra fotográfica desarrollada por estudiantes de tercer semestre de Comunicación Social en la Fundación Universitaria Los Libertadores.",Derechos humanos; Valores; Comunicación; Historia; Educación; Dignidad; Rafael Ayala Sáenz; Catedra De Semiología; Fundación Universitaria Los Libertadores,"Bogotá, Colombia","47,125,798","-740,850,452",Fundación Universitaria Libertadores,,text,application/pdf,30_comunicacionyderechoshu.pdf,30_comunicacionyderechoshu.pdf
31_dichosyrefranes,Dichos y refranes de Sancho Panza,Fundación Universitaria Los Libertadores,Estudiantes de tercer semestre para la catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria Libertadores,2005-05,mayo de 2005,"Muestra fotográfica inspirada en los refranes usados por Sancho Panza en Don Quijote de la Mancha, con una reflexión crítica sobre su vigencia en el contexto colombiano.",Memorias fotográficas; Muestra fotográfica; Rafael Ayala Sáenz; Catedra de semiología; Fundación Universitaria los Libertadores; Muestra fotográfica en blanco y negro; Refranes; Cultura popular; Comunicación; Sabiduría popular; Fotografía; Educación,"Bogotá, Colombia","47,125,798","-740,850,452",Fundación Universitaria Libertadores,,text,application/pdf,31_dichosyrefranes.pdf,31_dichosyrefranes.pdf
32_versosdelrock,Versos del rock,Fundación Universitaria Los Libertadores,Estudiantes de tercer semestre para la catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria Libertadores,2005-11,noviembre de 2005,"Muestra fotográfica que entrelaza letras de canciones de rock con imágenes creadas por estudiantes, como ejercicio de interpretación semiótica y visual de la cultura contemporánea.",Rock; Letras de canciones; Fotografía; Juventud; Cultura urbana; Comunicación; Memorias fotográficas; Muestra fotográfica; Rafael Ayala Sáenz; Catedra de semiología; Fundación Universitaria los Libertadores; Muestra fotográfica en blanco y negro,"Bogotá, Colombia","47,125,798","-740,850,452",Fundación Universitaria Libertadores,,text,application/pdf,32_versosdelrock.pdf,32_versosdelrock.pdf
33_signosdelfutbol,Signos del fútbol,Fundación Universitaria Los Libertadores,Estudiantes de tercer semestre para la catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria Libertadores,2006-05,mayo de 2006,"Muestra fotográfica académica que explora los símbolos, emociones y realidades sociales asociadas al fútbol como fenómeno cultural desde una mirada semiótica.",Memorias fotográficas; Muestra fotográfica; Rafael Ayala Sáenz; Catedra de semiología; Fundación Universitaria los Libertadores; Muestra fotográfica en blanco y negro; Fútbol; Cultura popular; Juventud; Comunicación visual; Sociedad,"Bogotá, Colombia","47,125,798","-740,850,452",Fundación Universitaria Libertadores,,text,application/pdf,33_signosdelfutbol.pdf,33_signosdelfutbol.pdf
34_laspintasdelaciudad,Las pintas de la ciudad,Fundación Universitaria Los Libertadores,Estudiantes de tercer semestre para la catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria Libertadores,2006-11,noviembre de 2006,"Muestra fotográfica colectiva que documenta y reflexiona sobre los signos visuales y estéticos presentes en la ciudad, entendidos como huellas de identidad y conflicto urbano.",Memorias fotográficas; Muestra fotográfica; Rafael Ayala Sáenz; Catedra de semiología; Fundación Universitaria los Libertadores; Muestra fotográfica en blanco y negro; Filminuto,"Bogotá, Colombia","47,125,798","-740,850,452",Fundación Universitaria Libertadores,,text,application/pdf,34_laspintasdelaciudad.pdf,34_laspintasdelaciudad.pdf
36_maravillasymiserias,Maravillas y miserias de la ciudad,Fundación Universitaria Los Libertadores,Estudiantes de tercer semestre para la catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria Libertadores,2007-05,mayo de 2007,"Muestra fotográfica enfocada en las contradicciones urbanas de Bogotá, retratando tanto sus aspectos positivos como las problemáticas sociales que atraviesan la vida cotidiana.",Memorias fotográficas; Muestra fotográfica; Rafael Ayala Sáenz; Catedra de semiología; Fundación Universitaria los Libertadores; Muestra fotográfica en blanco y negro; Ciudad; Desigualdad; Cultura urbana; Semiótica; Comunicación,"Bogotá, Colombia","47,125,798","-740,850,452",Fundación Universitaria Libertadores,,text,application/pdf,36_maravillasymiserias.pdf,36_maravillasymiserias.pdf
rutas_pedagogicas,Rutas pedagógicas por La Candelaria,Fundación Universitaria Los Libertadores,Rafael Ayala Sáenz (coordinador),2010-06,junio de 2010,"Este documento reúne 12 rutas pedagógicas diseñadas para explorar el centro histórico de Bogotá como espacio educativo, patrimonial y simbólico. Coordinadas por Rafael Ayala Sáenz en el marco del proyecto ""Maestros por el Territorio"", cada ruta propone un recorrido temático por lugares significativos de la ciudad, fomentando el diálogo entre escuela, territorio y ciudadanía. Las rutas abordan temas como historia, ciencia, comercio, museos, arte religioso, cultura urbana y transformación social.",Educación; Patrimonio; Territorio; Recorridos; Memoria histórica; Bogotá,"Bogotá, Colombia","47,125,798","-740,850,452",Rutas pedagógicas por La Candelaria,,text,application/pdf,rutas.pdf,rutas.pdf
artefactus_demiurgos,Demiurgos: narrativas transmedia de estudiantes,Fundación Universitaria Los Libertadores,Rafael Ayala Sáenz,2013-11,noviembre de 2013,Página que presenta a los estudiantes como creadores de mundos narrativos complejos desde la narrativa transmedia. Parte del proyecto Artefactus orientado por Rafael Ayala.,Narrativa transmedia; Comunicación; Creatividad; Jóvenes autores; Artefactus; Pontificia Universidad Javeriana,"Bogotá, Colombia","47,125,798","-740,850,452",https://sergiinio16.wixsite.com/misitio,,InteractiveResource,InteractiveResource,sitio-wix-sergiinio.html,sitio-wix-sergiinio.html
artefactus_lectores,Historias lectoras de jóvenes lectores,Fundación Universitaria Los Libertadores,Rafael Ayala Sáenz,2013-11,noviembre de 2013,"Sitio web que recoge relatos personales de estudiantes sobre sus trayectorias lectoras, placeres y displaceres al leer. Parte del proyecto Artefactus.",Lectura; Educación literaria; Jóvenes lectores; Relatos autobiográficos; Artefactus; Pontificia Universidad Javeriana,"Bogotá, Colombia","47,125,798","-740,850,452",https://sergiinio16.wixsite.com/misitio,,InteractiveResource,InteractiveResource,sitio-wix-sergiinio.html,sitio-wix-sergiinio.html
artefactus_rinconlibroalbum,El Rincón del Libro Álbum: reseñas críticas,Fundación Universitaria Los Libertadores,Rafael Ayala Sáenz,2013-11,noviembre de 2013,"Blog colectivo con reseñas críticas de libros álbum, creadas por estudiantes en el marco de formación en lectura crítica y análisis estético.",Libro álbum; Reseñas; Educación literaria; Jóvenes lectores; Artefactus; Pontificia Universidad Javeriana,"Bogotá, Colombia","47,125,798","-740,850,452",http://elrincondellibroalmbum.blogspot.com/2013/11/introduccion-las-resenas-literarias.html,,text,text/html,artefactus_rinconlibroalbum.pdf,artefactus_rinconlibroalbum.pdf
artefactus_ventana_libroalbum,Una ventana al libro álbum: reseñas estudiantiles,Fundación Universitaria Los Libertadores,Rafael Ayala Sáenz,2013-11,noviembre de 2013,"Reseñas escritas por estudiantes sobre libros ilustrados, explorando lectura crítica, estética visual y sensibilidad narrativa.",Libro ilustrado; Lectura crítica; Educación superior; Jóvenes autores; Artefactus; Pontificia Universidad Javeriana,"Bogotá, Colombia","47,125,798","-740,850,452",http://ellibroalbum1.blogspot.com/2013/11/resena-de-inventando-los-colores.html,,text,text/html,artefactus_ventana_libroalbum.pdf,artefactus_ventana_libroalbum.pdf
